time,foot_right_z_m,foot_left_z_m
0.0,0.006936736968110937,0.011126055599598644
0.01,0.014280488763766079,0.007939410756125998
0.02,0.014252643737754315,0.006328747062134999
0.03,0.010692530537195275,0.0031788339261549213
0.04,0.018410401583463583,0.0029361438619872468
0.05,0.019879224072131225,0.0036351830834939775
0.06,0.016931825345221595,0.002530933807773033
0.07,0.02158123281736173,0.00026044633376658035
0.08,0.024718191338096343,-0.0012249833162594269
0.09,0.02332248182324567,0.00017169483861666484
0.1,0.020149653693999528,-0.004711717602581548
0.11,0.02401149871734655,-0.0036173307663425283
0.12,0.02625033110051166,-0.00561787860230123
0.13,0.029096202494622837,-0.008898624100742158
0.14,0.03016926070678063,-0.009454651236093677
0.15,0.025246911130548284,-0.011008188052990864
0.16,0.026353396335457153,-0.009062877268907199
0.17,0.031616184872857805,-0.009391589067220539
0.18,0.029541740029941487,-0.00957062792757005
0.19,0.028054564047074893,-0.012778407027868855
0.2,0.028916523552891323,-0.008514304944260143
0.21,0.030481175130258623,-0.010069425060881067
0.22,0.02871918331330727,-0.010116911047919107
0.23,0.029732494430070894,-0.011975356460870388
0.24,0.03133809307067168,-0.013930245212990404
0.25,0.026203965651431068,-0.014272941528962968
0.26,0.031206117435632844,-0.009246301152931761
0.27,0.03535094680674071,-0.007596239677186217
0.28,0.029948316114874533,-0.004361552723206329
0.29,0.02635117056056955,-0.005642417793768233
0.3,0.02490738215576842,-0.005515369140074387
0.31,0.02000674982272442,-0.0056138816021101415
0.32,0.023689926218818554,-0.003995663619595774
0.33,0.01854992317930812,-0.0028137180550345062
0.34,0.01763565825134122,-0.0012081873186917847
0.35000000000000003,0.01880072898181032,0.0017966057105497906
0.36,0.018777859572542483,-0.002640703391315907
0.37,0.018584597292486807,0.0020023957268055933
0.38,0.01523110859821608,0.005782246473403006
0.39,0.012921089362661273,0.005604839308672065
0.4,0.012402713449681491,0.004818082817147856
0.41000000000000003,0.008602395153570336,0.00968629945747667
0.42,0.013455627168497533,0.011390988753497287
0.43,0.0073511009105622725,0.013939013152127847
0.44,0.00795963133659903,0.015925263641789554
0.45,0.005489523547256223,0.01421366991634961
0.46,0.0039030525367015484,0.016787696803983076
0.47000000000000003,0.0008832077704209961,0.0176233183371106
0.48,0.00016506558426507745,0.018985774204361018
0.49,-0.0028200196157366396,0.02264750951712021
0.5,-0.0011434783511932247,0.021954359507306762
0.51,-0.002355415487771104,0.022403209830908214
0.52,-0.002688316242233638,0.026903025758310117
0.53,-0.006575354635484764,0.025682797189592016
0.54,-0.00647034436725154,0.025850161847611772
0.55,-0.00667167599101382,0.02996011827100523
0.56,-0.007931778925671621,0.02990804188912677
0.5700000000000001,-0.007016155173889648,0.028289193197055473
0.58,-0.007982990239713097,0.030844207344995375
0.59,-0.0057535719988018735,0.02566801762137775
0.6,-0.013295727027330935,0.03007013563121672
0.61,-0.014325084640880026,0.0273545000501386
0.62,-0.012654295626849704,0.026691388562541534
0.63,-0.008852706437721557,0.029211682684986796
0.64,-0.0054943413680314124,0.030303551749928187
0.65,-0.011878988996090478,0.030115628271506212
0.66,-0.009147559030176102,0.025990948429111
0.67,-0.011776362993852376,0.027473606130395373
0.68,-0.010037873688138311,0.025475723657210445
0.6900000000000001,-0.008892777365924998,0.03221288370127088
0.7000000000000001,-0.0043421656673045955,0.02752589318335757
0.71,-0.010548681418260496,0.02918309147480903
0.72,-0.006439991022272859,0.024406645310984486
0.73,-0.003970031768169981,0.022728908584589695
0.74,-0.003247838637804356,0.026977552670604164
0.75,-0.0015635989194320195,0.02330693780544011
0.76,-0.0012206618264765812,0.02277893017445247
0.77,0.006194478095772984,0.02200528463414312
0.78,0.0036045287913782616,0.016649081955822934
0.79,0.005084372938813492,0.016690589475357252
0.8,0.0027424664107642827,0.015666436590412808
0.81,0.007324728727545997,0.015599539709969933
0.8200000000000001,0.01036123597829364,0.012024321576499084
0.8300000000000001,0.007156263255894935,0.010916705119495761
0.84,0.00803617560435009,0.010642167236408543
0.85,0.013483760633742032,0.00520872466932467
0.86,0.011760027181843071,0.006611544097982165
0.87,0.01741431757380156,0.005930340988950716
0.88,0.018145648372767685,0.003575674208378307
0.89,0.01764360255884878,-0.00010681996463064226
0.9,0.019686937689164682,0.00045948458686645877
0.91,0.023082197734207856,-0.0021592832144509463
0.92,0.02589209615130096,-0.0036358706993677697
0.93,0.023746505853819284,-0.004262878059160664
0.9400000000000001,0.025330872701585315,0.0002812978147914086
0.9500000000000001,0.028071120637701636,-0.00457212660739081
0.96,0.023249209256095783,-0.005581815976133682
0.97,0.024822509995404526,-0.010363198779220964
0.98,0.029678324173140043,-0.005012776005207609
0.99,0.02649101535514192,-0.009490952523042455
1.0,0.031973206220282054,-0.008387374261651244
1.01,0.03227020373953739,-0.009085165842678641
1.02,0.030029983107122106,-0.008977872159828941
1.03,0.02587893982594236,-0.011283216506387417
1.04,0.03132091817451463,-0.011403000143908512
1.05,0.02972658839167336,-0.009556708014814222
1.06,0.028889004968195697,-0.01172378215697625
1.07,0.02957239753521219,-0.007612144778115773
1.08,0.029072811536911426,-0.005221362237045099
1.09,0.029446445219253613,-0.011338852675562304
1.1,0.03096623978872865,-0.009085509243336964
1.11,0.02332580775262742,-0.007268325476936338
1.12,0.025332938452716783,-0.00661679605425263
1.1300000000000001,0.02446681184492487,-0.004148901870097291
1.1400000000000001,0.02231718138949461,-0.010110189182761551
1.1500000000000001,0.01941132080002376,-0.006815053527972859
1.16,0.02244360297718723,-0.0016550599699600111
1.17,0.021065031451794513,-0.0014329417418139868
1.18,0.019670034240784305,0.00026179115752330526
1.19,0.021445893178306474,0.002211452930716186
1.2,0.018941631020197962,0.001693900734463761
1.21,0.015704285914434724,0.002615168355947544
1.22,0.017510584831046862,0.0059378495713300035
1.23,0.016697178611022816,0.007718335985024873
1.24,0.013386629435337603,0.012405579846596092
1.25,0.009175865540922791,0.007860437162336247
1.26,0.008851659302084642,0.008114351896327596
1.27,0.008248148055489042,0.010322228013523161
1.28,0.005677007905079085,0.012898659893087604
1.29,0.005584344394393285,0.012891579765289067
1.3,0.0027571858722084427,0.016132650020321004
1.31,-0.0008347633001046331,0.01724581308521529
1.32,-0.0016670299836125972,0.017790081360836107
1.33,-0.005822092307803407,0.019290372746356168
1.34,0.0003176834954315526,0.024270183340109316
1.35,-0.0034819623516624677,0.022182980339031905
1.36,-0.00408780266541303,0.023354278402402288
1.37,-0.005329695305627816,0.027832312681061948
1.3800000000000001,-0.0075336089726613905,0.025530860997008787
1.3900000000000001,-0.009834732633179754,0.02684739757928489
1.4000000000000001,-0.009707608342786916,0.028625126710890774
1.41,-0.008227904279438805,0.028660355261342505
1.42,-0.0077666755948156835,0.029147217979552754
1.43,-0.006169071492810525,0.029397554845266186
1.44,-0.008005611501680016,0.031141199444782223
1.45,-0.01021440760284042,0.02725966156118844
1.46,-0.009981725434807567,0.032125706854966275
